id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
4166,p,,x,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4167,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4168,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4169,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4170,p,,x,s,b,t,f,c,w,,,b,f,w,p,w,t,p,h,u,
4171,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4172,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4173,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4174,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4175,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4176,e,,f,f,g,t,f,c,w,,,b,s,p,p,w,t,p,k,d,
4177,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4178,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4179,e,,f,y,e,t,f,c,u,,,b,s,p,p,w,t,p,k,d,
4180,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4181,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4182,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4183,e,,f,f,g,t,f,c,w,,,b,s,w,p,w,t,p,k,d,
4184,p,,x,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4185,p,,x,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4186,e,,f,y,n,t,f,c,p,,,b,s,p,p,w,t,p,n,d,
4187,e,,f,f,g,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
4188,p,,x,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4189,p,,f,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4190,p,,f,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4191,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4192,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4193,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4194,p,,f,s,b,t,f,c,w,,,b,f,w,p,w,t,p,h,u,
4195,e,,f,f,e,t,f,c,u,,,b,s,p,p,w,t,p,n,d,
4196,p,,x,y,n,f,f,c,b,,,b,k,p,p,w,t,e,w,d,
4197,e,,x,y,g,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
4198,p,,x,f,g,f,f,w,n,,,b,s,w,p,w,t,p,k,d,
4199,p,,x,f,p,f,f,w,n,,,b,s,w,p,w,t,p,n,d,
4200,p,,x,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,l,
4201,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4202,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4203,p,,x,s,g,t,f,c,w,,,b,s,w,p,w,t,p,h,u,
4204,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4205,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4206,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4207,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4208,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4209,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4210,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4211,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4212,p,,f,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4213,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4214,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4215,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4216,p,,f,s,g,t,f,c,h,,,b,s,w,p,w,t,p,h,u,
4217,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4218,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4219,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4220,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4221,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4222,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4223,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4224,e,,f,y,e,t,f,c,p,,,b,s,w,p,w,t,p,n,d,
4225,p,,f,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4226,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4227,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4228,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4229,p,,x,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4230,p,,x,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4231,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4232,p,,f,s,w,t,f,c,p,,,b,f,w,p,w,t,p,h,u,
4233,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4234,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4235,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4236,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4237,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4238,p,,f,f,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4239,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4240,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4241,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4242,p,,x,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4243,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4244,p,,x,y,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4245,p,,x,s,w,t,f,c,h,,,b,f,w,p,w,t,p,h,g,
4246,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4247,p,,x,s,b,t,f,c,p,,,b,f,w,p,w,t,p,h,g,
4248,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4249,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4250,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4251,p,,x,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4252,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4253,e,,f,y,g,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
4254,p,,f,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4255,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4256,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4257,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4258,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4259,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4260,p,,f,f,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4261,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4262,p,,x,f,p,f,f,c,p,,,b,s,w,p,w,t,p,k,d,
4263,p,,x,y,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4264,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4265,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4266,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4267,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4268,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4269,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4270,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4271,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4272,p,,x,y,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4273,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4274,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4275,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4276,e,,k,y,n,f,f,w,w,,,b,f,w,p,w,t,e,w,l,
4277,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4278,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4279,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4280,p,,x,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4281,p,,x,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4282,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4283,e,,f,s,p,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4284,p,,f,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4285,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4286,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4287,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4288,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4289,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4290,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4291,e,,k,s,p,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4292,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4293,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4294,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4295,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4296,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4297,p,,f,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4298,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4299,p,,f,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4300,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4301,p,,x,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4302,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4303,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4304,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4305,e,,f,y,g,t,f,c,w,,,b,s,p,p,w,t,p,n,d,
4306,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4307,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4308,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4309,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4310,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4311,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4312,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4313,p,,x,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4314,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4315,p,,f,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4316,p,,x,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4317,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4318,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4319,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4320,p,,f,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4321,p,,f,f,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4322,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4323,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4324,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4325,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4326,e,,x,y,r,f,f,c,p,,,b,s,w,p,w,t,f,h,d,
4327,p,,f,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4328,p,,x,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4329,p,,x,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,p,
4330,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4331,p,,k,y,n,f,f,c,w,,,b,k,w,p,w,t,e,w,d,
4332,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4333,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4334,p,,x,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4335,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4336,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4337,p,,x,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4338,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4339,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4340,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4341,e,,f,y,e,t,f,c,w,,,b,s,g,p,w,t,p,k,d,
4342,p,,f,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4343,p,,x,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4344,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4345,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4346,p,,f,f,g,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4347,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4348,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4349,p,,f,s,b,t,f,c,w,,,b,s,w,p,w,t,p,h,u,
4350,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4351,p,,x,y,y,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4352,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4353,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4354,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4355,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4356,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4357,e,,x,s,e,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4358,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4359,p,,f,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,d,
4360,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4361,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4362,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4363,p,,x,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4364,p,,b,y,w,t,f,w,w,,,b,s,w,p,w,t,p,w,l,
4365,p,,f,s,b,t,f,c,h,,,b,s,w,p,w,t,p,h,u,
4366,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4367,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4368,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4369,p,,f,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4370,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4371,p,,x,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4372,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4373,p,,f,f,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4374,p,,x,s,w,t,f,c,w,,,b,f,w,p,w,t,p,h,u,
4375,e,,f,y,g,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
4376,p,,x,y,n,f,f,c,b,,,b,s,w,p,w,t,e,w,d,
4377,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4378,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4379,e,,f,y,e,t,f,c,n,,,b,s,p,p,w,t,p,k,d,
4380,e,,x,y,b,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4381,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4382,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4383,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4384,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4385,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4386,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4387,p,,x,f,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4388,p,,f,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4389,p,,x,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4390,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4391,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4392,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4393,p,,x,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4394,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,d,
4395,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4396,e,,x,y,u,f,f,c,h,,,b,s,w,p,w,t,f,h,d,
4397,p,,x,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4398,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4399,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4400,p,,x,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4401,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4402,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4403,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4404,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4405,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4406,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4407,p,,f,f,g,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4408,p,,f,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4409,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4410,e,,f,f,e,t,f,c,u,,,b,s,g,p,w,t,p,n,d,
4411,p,,f,s,b,t,f,c,h,,,b,s,w,p,w,t,p,h,u,
4412,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4413,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4414,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4415,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4416,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4417,e,,f,y,n,t,f,c,u,,,b,s,w,p,w,t,p,k,d,
4418,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4419,e,,x,s,b,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4420,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4421,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4422,p,,x,y,y,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4423,p,,f,y,g,f,f,c,g,,,b,k,b,p,w,t,l,h,p,
4424,e,,f,f,e,t,f,c,n,,,b,s,g,p,w,t,p,k,d,
4425,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4426,p,,f,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,g,
4427,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4428,p,,x,f,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4429,p,,x,y,n,f,f,c,b,,,b,k,w,p,w,t,e,w,d,
4430,p,,f,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4431,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4432,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4433,p,,f,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4434,p,,f,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4435,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4436,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4437,p,,f,f,g,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4438,p,,x,s,g,f,f,c,p,,,b,s,w,p,w,t,p,k,d,
4439,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4440,p,,f,s,g,t,f,c,h,,,b,f,w,p,w,t,p,h,u,
4441,p,,x,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
4442,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4443,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4444,e,,f,y,g,t,f,c,u,,,b,s,p,p,w,t,p,k,d,
4445,p,,f,f,g,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4446,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4447,p,,f,y,g,f,f,c,h,,,b,k,n,p,w,t,l,h,p,
4448,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4449,p,,x,y,g,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4450,p,,x,f,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4451,e,,f,y,n,t,f,c,n,,,b,s,g,p,w,t,p,n,d,
4452,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,g,
4453,p,,f,f,y,f,f,c,g,,,b,k,b,p,w,t,l,h,g,
4454,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4455,p,,x,y,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4456,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4457,p,,f,f,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4458,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4459,e,,k,y,b,t,f,c,e,,,b,s,e,p,w,t,e,w,w,
4460,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4461,p,,x,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,d,
4462,p,,f,y,g,f,f,c,p,,,b,k,n,p,w,t,l,h,p,
4463,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4464,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4465,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4466,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4467,p,,f,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4468,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4469,p,,x,s,w,t,f,c,p,,,b,f,w,p,w,t,p,h,u,
4470,p,,x,y,y,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4471,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,p,
4472,p,,x,f,y,f,f,c,p,,,b,k,p,p,w,t,l,h,g,
4473,p,,x,y,y,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4474,p,,f,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4475,p,,x,y,y,f,f,c,h,,,b,k,n,p,w,t,l,h,g,
4476,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,p,
4477,p,,f,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4478,p,,f,f,y,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4479,p,,f,f,g,f,f,c,h,,,b,k,b,p,w,t,l,h,p,
4480,e,,f,y,n,t,f,c,p,,,b,s,w,p,w,t,p,k,d,
4481,p,,x,y,y,f,f,c,h,,,b,k,b,p,w,t,l,h,d,
4482,p,,x,y,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4483,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4484,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,g,
4485,p,,x,y,y,f,f,c,g,,,b,k,b,p,w,t,l,h,d,
4486,p,,f,f,g,f,f,c,g,,,b,k,n,p,w,t,l,h,p,
4487,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,d,
4488,p,,x,y,y,f,f,c,p,,,b,k,b,p,w,t,l,h,d,
4489,p,,x,f,y,f,f,c,h,,,b,k,n,p,w,t,l,h,d,
4490,p,,f,f,y,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4491,e,,f,f,c,f,f,w,w,,,b,s,w,p,w,t,e,w,l,
4492,p,,f,y,g,f,f,c,h,,,b,k,p,p,w,t,l,h,g,
4493,p,,x,y,g,f,f,c,p,,,b,k,p,p,w,t,l,h,p,
4494,p,,f,f,y,f,f,c,w,,,b,k,w,p,w,t,e,w,d,
4495,p,,f,f,y,f,f,c,h,,,b,k,p,p,w,t,l,h,p,
4496,p,,x,s,g,t,f,c,p,,,b,f,w,p,w,t,p,h,g,
4497,e,,f,s,n,t,f,c,e,,,b,s,w,p,w,t,e,w,w,
4498,p,,x,y,n,f,f,c,b,,,b,s,p,p,w,t,e,w,p,
4499,p,,x,s,g,f,f,w,u,,,b,s,w,p,w,t,p,k,d,
4500,p,,x,f,y,f,f,c,g,,,b,k,n,p,w,t,l,h,d,
4501,p,,f,y,g,f,f,c,h,,,b,k,b,p,w,t,l,h,g,
4502,p,,f,y,g,f,f,c,g,,,b,k,p,p,w,t,l,h,d,
4503,p,,x,y,y,f,f,c,p,,,b,k,n,p,w,t,l,h,g,
